,date_updated,type,og_nr,wc_nr,total_area_(hectare),field_organic_status
5214,2021-05-07,og,26186.0,,0.4,Mabagrown
5215,2021-05-04,og,26186.0,,0.8,Con
5876,2021-05-04,og,26187.0,,1.2000000000000002,Con
5194,2021-05-04,og,26188.0,,1.2000000000000002,Mabagrown
4773,2021-05-13,og,26189.0,,1.2000000000000002,Con
4211,2021-05-07,og,26190.0,,4.33,Con
4282,2021-05-12,og,26193.0,,4.0,Con
4237,2021-05-05,og,26196.0,,3.0,Mabagrown
4164,2021-05-04,og,26202.0,,4.45,Con
2850,2021-05-12,og,26204.0,,1.4,Con
4261,2021-05-04,og,26207.0,,3.78,Con
3005,2021-05-05,og,26212.0,,2.8,Con
2803,2021-05-05,og,26213.0,,1.6,Con
2900,2021-05-05,og,26215.0,,1.6,Con
3038,2021-05-04,og,26216.0,,3.2,Mabagrown
3060,2021-05-04,og,26217.0,,3.6,Mabagrown
3056,2021-05-04,og,26218.0,,2.0,Con
4439,2021-05-09,og,26222.0,,0.8,Con
4919,2021-05-10,og,26229.0,,1.5,Mabagrown
4915,2021-05-10,og,26230.0,,0.7,Mabagrown
4941,2021-05-12,og,26232.0,,1.0,Con
5045,2021-05-05,og,26240.0,,1.2000000000000002,Con
5330,2021-05-04,og,26241.0,,1.2000000000000002,Mabagrown
5400,2021-03-10,og,26242.0,,1.5,Mabagrown
5182,2021-05-11,og,26243.0,,1.6,Mabagrown
6758,2021-05-10,og,26244.0,,1.6,Con
5312,2021-05-10,og,26245.0,,1.6,Con
4969,2021-05-03,og,26249.0,,1.6,Con
5437,2021-05-03,og,26250.0,,1.2000000000000002,Con
5076,2021-05-11,og,26254.0,,1.6,Con
5136,2021-05-08,og,26258.0,,2.0,Con
5053,2021-05-11,og,26259.0,,1.6,Mabagrown
6682,2021-05-13,og,26260.0,,1.6,Mabagrown
5059,2021-05-13,og,26262.0,,1.6,Con
5068,2021-05-13,og,26263.0,,1.6,Mabagrown
4979,2021-05-03,og,26266.0,,1.2000000000000002,Con
5125,2021-05-03,og,26267.0,,1.2000000000000002,Con
5164,2021-05-11,og,26269.0,,2.0,Con
6763,2021-05-12,og,26271.0,,1.6,Con
4992,2021-05-13,og,26272.0,,1.6,Con
4982,2021-05-13,og,26273.0,,1.2000000000000002,Mabagrown
5000,2021-05-13,og,26274.0,,1.4000000000000001,Mabagrown
5011,2021-05-14,og,26275.0,,2.0,Con
5037,2021-05-12,og,26277.0,,1.6,Con
5171,2021-05-10,og,26278.0,,1.6,Mabagrown
5007,2021-05-13,og,26279.0,,2.0,Con
4998,2021-05-13,og,26280.0,,0.8,Con
5096,2021-05-04,og,26282.0,,1.6,Con
5103,2021-05-04,og,26283.0,,0.8,Con
5021,2021-05-14,og,26284.0,,4.8,Con
5085,2021-05-04,og,26286.0,,2.0,Con
5089,2021-05-06,og,26287.0,,1.2000000000000002,Mabagrown
4785,2021-05-13,og,26288.0,,2.8,Con
5042,2021-05-14,og,26289.0,,0.8,Con
5098,2021-05-04,og,26290.0,,4.8,Mabagrown
5447,2021-05-11,og,26292.0,,1.6,Mabagrown
5451,2021-05-11,og,26293.0,,1.6,Mabagrown
4958,2021-05-11,og,26294.0,,1.6,Mabagrown
6720,2021-05-14,og,26295.0,,0.8,Con
5456,2021-05-11,og,26297.0,,1.6,Con
5179,2021-05-10,og,26298.0,,1.6,Con
6691,2021-03-15,og,26298.0,,1.2000000000000002,Con
4987,2021-05-10,og,26299.0,,1.6,Con
5032,2021-05-11,og,26301.0,,2.0,Con
5027,2021-05-11,og,26303.0,,1.8,Con
4967,2021-05-12,og,26304.0,,2.0,Con
5105,2021-05-04,og,26305.0,,1.2000000000000002,Mabagrown
5118,2021-05-11,og,26306.0,,2.0,Con
5156,2021-05-11,og,26307.0,,1.6,Mabagrown
5154,2021-05-06,og,26310.0,,1.6,Con
5019,2021-05-11,og,26312.0,,1.6,Con
6177,2021-05-04,og,26318.0,,2.0,Con
4954,2021-05-11,og,26321.0,,1.0,Mabagrown
4933,2021-05-03,og,26327.0,,1.7,Con
4929,2021-05-03,og,26328.0,,0.8,Con
4935,2021-05-03,og,26331.0,,1.2000000000000002,Mabagrown
4459,2021-05-08,og,26342.0,,3.0,Mabagrown
4948,2021-05-07,og,26342.0,,0.6000000000000001,Con
6617,2021-05-11,og,26344.0,,1.2000000000000002,Mabagrown
5048,2021-05-10,og,26345.0,,3.0,Con
4453,2021-05-04,og,26349.0,,3.0,Mabagrown
4447,2021-05-09,og,26351.0,,1.2000000000000002,Con
6075,2021-05-23,og,26353.0,,3.0,Con
6799,2021-05-11,og,26377.0,,1.2000000000000002,Con
6520,2021-05-27,og,26380.0,,2.0,Con
6728,2021-05-06,og,26387.0,,3.0,Con
6731,2021-05-13,og,26390.0,,4.0,Con
6751,2021-05-03,og,26395.0,,2.0,Con
4779,2021-05-13,og,26396.0,,1.95,Mabagrown
6098,2021-05-28,og,26398.0,,0.8,Con
6623,2021-05-03,og,26400.0,,2.79,Con
6677,2021-05-03,og,26401.0,,3.83,Con
6671,2021-05-13,og,26402.0,,4.2,Con
3537,2021-05-13,og,26403.0,,1.5,Con
6645,2021-05-13,og,26404.0,,0.8,Con
3381,2021-05-05,og,26405.0,,1.2000000000000002,Mabagrown
6687,2021-05-15,og,26406.0,,1.6,Con
5066,2021-05-13,og,26408.0,,1.6,Con
13964,2019-11-28,wc,,50988.0,3.4299999999999997,Con
13943,2019-11-28,wc,,51266.0,1.96,Con
13951,2019-11-28,wc,,51267.0,1.18,Org
13953,2019-11-28,wc,,51269.0,0.98,Con
13959,2019-11-28,wc,,51270.0,1.6,Con
13972,2019-11-28,wc,,51271.0,1.0899999999999999,Con
13975,2019-11-28,wc,,51272.0,3.0,Con
13984,2019-11-28,wc,,51273.0,1.4000000000000001,Con
