,date_updated,type,og_nr,wc_nr,total_area_(hectare),field_organic_status
13220,2022-08-13,og,14008.0,,2.1,Org
10713,2018-10-05,og,14009.0,,1.7,Con
10710,2019-08-24,og,14010.0,,1.7,Con
13213,2022-08-13,og,14011.0,,1.5,org uncert
10707,2022-01-22,og,14011.0,,1.5,org uncert
10626,2022-01-30,og,14013.0,,2.0,org
12622,2022-08-15,og,14013.0,,2.0,org uncert
12355,2022-08-15,og,14014.0,,2.4,Org
10702,2022-01-22,og,14014.0,,1.9,Org
10657,2022-01-30,og,14015.0,,3.3,org uncert
13209,2022-08-15,og,14015.0,,3.3,org uncert
13202,2022-08-15,og,14016.0,,2.0,Org
11405,2022-01-31,og,14016.0,,2.0,org uncert
10647,2018-10-05,og,14017.0,,2.9,Con
10638,2018-10-05,og,14018.0,,1.5,Org
10697,2022-01-30,og,14019.0,,1.8,org uncert
12358,2022-08-15,og,14019.0,,2.3,org uncert
10662,2018-10-05,og,14021.0,,2.8,Con
13225,2022-08-13,og,14022.0,,1.3,Org
10642,2018-10-05,og,14022.0,,1.1,Org
10685,2022-01-30,og,14023.0,,2.9,org uncert
13197,2022-08-15,og,14023.0,,2.4,org uncert
13200,2023-08-15,og,14023.0,,0.5,Org
10653,2018-10-05,og,14024.0,,2.8,Con
10666,2022-01-30,og,14025.0,,1.8,org uncert
12618,2022-08-15,og,14025.0,,1.8,org uncert
11523,2022-01-30,og,14026.0,,1.5,Org
12349,2022-08-15,og,14026.0,,4.5,Org
12461,2022-08-15,og,14027.0,,2.5,Org
11519,2022-01-22,og,14027.0,,2.0,org uncert
12260,2022-08-15,og,14029.0,,2.9,org uncert
11348,2022-01-22,og,14029.0,,2.9,Org
10695,2018-10-05,og,14032.0,,1.9,Org
10690,2020-11-07,og,14033.0,,2.7,Con
12724,2022-08-13,og,14035.0,,4.0,Org
11098,2022-01-28,og,14035.0,,4.0,Org
11377,2018-10-06,og,14036.0,,1.5,Con
10992,2018-10-03,og,14037.0,,5.0,Org
13195,2022-08-13,og,14038.0,,4.0,Org
11001,2022-01-28,og,14038.0,,4.0,Org
11657,2022-08-18,og,14039.0,,2.0,org uncert
11380,2022-01-28,og,14039.0,,1.5,Org
2482,2018-09-25,og,14039.0,,1.5,Con
11408,2022-01-28,og,14040.0,,1.5,Org
13190,2022-08-13,og,14040.0,,1.5,Org
11110,2022-02-28,og,14041.0,,5.0,Org
13176,2022-08-13,og,14041.0,,5.0,Org
10937,2022-01-28,og,14042.0,,4.5,org uncert
13174,2022-08-13,og,14042.0,,4.5,Org
12739,2022-08-13,og,14043.0,,4.0,Org
10978,2022-01-27,og,14043.0,,4.0,Org
11015,2020-11-04,og,14044.0,,5.0,Org
10807,2022-01-27,og,14045.0,,3.5,org uncert
11676,2022-08-30,og,14045.0,,3.5,org uncert
10970,2022-01-27,og,14046.0,,5.5,Org
11671,2022-08-30,og,14046.0,,5.5,Org
11074,2022-01-28,og,14047.0,,3.0,Org
12736,2022-08-13,og,14047.0,,3.0,Org
13186,2022-08-13,og,14048.0,,2.5,Org
10955,2022-01-28,og,14048.0,,2.5,Org
13181,2022-08-13,og,14049.0,,3.0,org uncert
10989,2022-01-25,og,14049.0,,2.5,Org
12719,2022-08-13,og,14050.0,,4.5,Org
10975,2022-01-28,og,14050.0,,4.5,Org
10530,2018-10-03,og,14051.0,,0.0,Con
12587,2022-08-12,og,14052.0,,2.5,Org
10941,2020-11-04,og,14052.0,,2.5,Org
10986,2018-10-03,og,14053.0,,2.5,Con
12733,2022-08-13,og,14054.0,,4.8,Org
10981,2022-01-28,og,14054.0,,4.8,org uncert
11402,2022-01-27,og,14056.0,,1.0,Org
13168,2022-08-11,og,14056.0,,1.5,Org
10747,2022-01-27,og,14057.0,,1.9,Org
13164,2022-08-11,og,14057.0,,1.9,org uncert
10815,2022-01-27,og,14058.0,,1.6,org uncert
11664,2022-08-18,og,14058.0,,1.6,Org
10757,2018-10-04,og,14059.0,,1.5,Con
10769,2019-08-29,og,14060.0,,1.5,Con
13161,2022-08-12,og,14061.0,,1.5,Org
10819,2022-01-27,og,14061.0,,1.5,Org
10802,2018-10-04,og,14062.0,,5.0,Con
10767,2022-01-25,og,14063.0,,1.5,Org
12413,2022-08-10,og,14063.0,,1.5,org uncert
10741,2022-01-28,og,14064.0,,2.0,Org
13154,2022-08-10,og,14064.0,,2.0,org uncert
12388,2022-08-11,og,14065.0,,1.4,Org
10826,2020-11-05,og,14065.0,,1.4,Org
12326,2022-08-12,og,14066.0,,1.5,Org
10932,2022-01-27,og,14066.0,,1.0,Org
13149,2022-08-10,og,14067.0,,2.5,org uncert
11373,2022-01-28,og,14067.0,,2.5,org uncert
10841,2022-01-28,og,14068.0,,1.7,Org
13147,2022-08-10,og,14068.0,,1.7,Org
13142,2022-08-10,og,14069.0,,1.5,Org
10842,2022-01-24,og,14069.0,,1.5,org uncert
12404,2022-08-11,og,14070.0,,1.7,org uncert
10831,2022-01-24,og,14070.0,,1.7,org uncert
12589,2022-08-12,og,14071.0,,1.4,org uncert
10837,2022-01-27,og,14071.0,,1.4,Org
12401,2022-08-11,og,14072.0,,1.8,Org
10823,2022-01-24,og,14072.0,,1.8,Org
11370,2018-10-06,og,14073.0,,1.6,Con
11051,2018-10-04,og,14074.0,,4.0,Org
13136,2022-08-09,og,14075.0,,3.0,org uncert
13132,2022-08-11,og,14076.0,,2.7,org uncert
10560,2022-01-27,og,14076.0,,2.7,Org
10601,2022-01-27,og,14077.0,,1.5,Org
13127,2022-08-12,og,14077.0,,1.5,Org
10603,2022-01-27,og,14078.0,,2.9,org uncert
13124,2022-08-11,og,14078.0,,2.4,Org
12038,2022-08-11,og,14079.0,,2.0,org uncert
10546,2022-01-22,og,14079.0,,1.5,Org
11052,2022-02-24,og,14080.0,,2.0,Org
12565,2022-08-12,og,14080.0,,2.0,Org
10957,2022-02-24,og,14081.0,,3.0,org uncert
13118,2022-08-09,og,14081.0,,3.0,Org
10959,2018-10-04,og,14082.0,,2.0,Org
10628,2022-01-24,og,14083.0,,2.5,Org
12395,2022-08-11,og,14083.0,,2.5,org uncert
11068,2022-01-25,og,14084.0,,1.9,org uncert
13116,2022-08-08,og,14084.0,,1.9,Org
13110,2022-08-09,og,14085.0,,1.5,org uncert
10884,2022-01-27,og,14085.0,,1.5,org uncert
11390,2022-01-25,og,14086.0,,2.0,org uncert
13108,2022-08-10,og,14086.0,,2.0,org uncert
12315,2022-08-12,og,14087.0,,4.0,Org
11072,2022-01-25,og,14087.0,,3.0,Org
11067,2019-08-28,og,14088.0,,3.0,Org
13103,2022-08-09,og,14089.0,,1.5,Org
11046,2022-01-22,og,14089.0,,1.5,Org
11095,2022-02-24,og,14091.0,,3.5,Org
13100,2022-08-08,og,14091.0,,1.5,org uncert
11343,2022-01-27,og,14092.0,,1.5,org
12303,2022-08-12,og,14092.0,,1.5,Org
12322,2022-08-11,og,14093.0,,3.0,Org
11362,2022-01-25,og,14093.0,,2.5,org uncert
12409,2022-08-11,og,14094.0,,2.0,org uncert
10829,2022-01-27,og,14094.0,,1.5,Org
13098,2022-08-08,og,14095.0,,3.0,Org
11101,2022-01-24,og,14095.0,,3.0,Org
12280,2022-08-11,og,14096.0,,3.5,org uncert
11079,2022-01-25,og,14096.0,,2.5,org
13094,2022-08-08,og,14097.0,,3.0,Org
11396,2022-01-22,og,14097.0,,3.0,Org
11086,2022-01-27,og,14098.0,,2.5,Org
13090,2022-08-12,og,14098.0,,2.5,org uncert
10579,2022-01-26,og,14099.0,,2.2,Org
13086,2022-08-12,og,14099.0,,2.2,Org
10582,2022-01-28,og,14100.0,,2.1,org uncert
12679,2022-08-11,og,14100.0,,2.1,org uncert
12688,2022-08-12,og,14101.0,,2.1,Org
10575,2022-01-28,og,14101.0,,2.1,Org
13078,2022-08-13,og,14102.0,,2.0,Org
10534,2022-01-27,og,14102.0,,2.0,Org
11080,2018-10-04,og,14103.0,,2.0,Con
13074,2022-08-09,og,14104.0,,1.7,Org
11363,2022-01-24,og,14104.0,,1.7,Org
10904,2022-01-25,og,14105.0,,1.5,Org
12715,2022-08-12,og,14105.0,,1.5,Org
10549,2022-01-24,og,14106.0,,1.9,org uncert
10795,2022-01-25,og,14107.0,,2.5,org
13072,2022-08-11,og,14107.0,,2.5,Org
10863,2022-01-22,og,14108.0,,1.2,org uncert
13065,2022-08-09,og,14108.0,,1.2,Org
13061,2022-08-13,og,14110.0,,5.0,Org
10953,2022-01-27,og,14110.0,,2.5,Org
12673,2022-08-11,og,14111.0,,2.6,Org
10595,2022-01-28,og,14111.0,,2.6,org uncert
13057,2022-08-09,og,14112.0,,3.0,org uncert
11109,2022-02-24,og,14112.0,,3.0,Org
13052,2022-08-11,og,14113.0,,2.4,org uncert
10873,2022-01-23,og,14113.0,,2.4,org uncert
11028,2022-01-24,og,14114.0,,2.9,Org
13047,2022-08-08,og,14115.0,,8.9,Org
11055,2022-01-24,og,14115.0,,6.0,org
13041,2022-08-09,og,14116.0,,1.2,Org
10855,2022-01-27,og,14116.0,,1.2,org uncert
11042,2022-01-24,og,14117.0,,4.0,Org
13037,2022-08-08,og,14117.0,,4.0,Org
10866,2022-01-23,og,14118.0,,1.7,org uncert
13030,2022-08-10,og,14118.0,,1.7,Org
10896,2022-01-27,og,14119.0,,1.5,Org
13026,2022-08-10,og,14119.0,,1.5,org uncert
11041,2022-01-25,og,14121.0,,4.5,Org
12496,2022-08-13,og,14121.0,,3.0,org uncert
12567,2022-08-12,og,14122.0,,2.7,org uncert
10684,2022-01-24,og,14122.0,,2.7,Org
11111,2018-10-04,og,14123.0,,4.0,Con
13023,2022-08-13,og,14124.0,,3.5,Org
10967,2022-01-28,og,14124.0,,3.5,Org
13019,2022-08-13,og,14126.0,,2.4,org uncert
10861,2022-01-27,og,14126.0,,2.4,Org
10671,2022-01-26,og,14127.0,,2.8,org uncert
13014,2022-08-12,og,14127.0,,2.8,org uncert
11342,2022-01-27,og,14128.0,,1.5,org uncert
13009,2022-08-10,og,14128.0,,1.5,Org
10785,2022-01-28,og,14130.0,,1.9,Org
13004,2022-08-10,og,14130.0,,1.9,org uncert
10944,2022-01-22,og,14131.0,,2.5,Org
13002,2022-08-13,og,14131.0,,2.5,Org
10556,2022-01-27,og,14132.0,,2.4,Org
12997,2022-08-10,og,14132.0,,2.4,Org
10611,2022-01-28,og,14133.0,,3.2,Org
12991,2022-08-10,og,14133.0,,3.2,Org
10573,2022-01-26,og,14134.0,,2.0,Org
12639,2022-08-11,og,14134.0,,2.0,org uncert
10963,2022-01-22,og,14135.0,,2.55,org uncert
12983,2022-08-13,og,14135.0,,2.95,org uncert
11010,2022-01-28,og,14136.0,,3.9,Org
11611,2022-08-18,og,14136.0,,3.9,org uncert
10962,2022-01-28,og,14137.0,,3.5,Org
12981,2022-08-13,og,14137.0,,3.5,Org
11106,2019-08-28,og,14138.0,,1.5,Org
12975,2022-08-12,og,14139.0,,1.9,org uncert
10786,2022-01-27,og,14139.0,,1.9,org uncert
12973,2022-08-08,og,14140.0,,3.0,Org
11022,2022-01-24,og,14140.0,,2.0,Org
3859,2021-05-03,og,14215.0,,1.8,Con
3866,2021-05-09,og,14221.0,,1.8,Con
3812,2021-05-03,og,14236.0,,3.4,Con
3802,2021-05-03,og,14238.0,,3.2,Con
3808,2021-05-03,og,14239.0,,2.6,Mabagrown
3800,2021-05-03,og,14247.0,,3.2,Con
3708,2021-05-09,og,14251.0,,1.2000000000000002,Con
4441,2021-05-09,og,14261.0,,0.8,Mabagrown
4079,2021-05-11,og,14284.0,,3.0,Con
4054,2021-05-11,og,14290.0,,3.0,Mabagrown
4074,2021-05-11,og,14293.0,,3.0,Con
4456,2021-05-07,og,14295.0,,3.0,Con
3851,2021-05-07,og,14315.0,,2.2,Con
3843,2021-05-07,og,14318.0,,1.4,Mabagrown
3871,2021-05-07,og,14342.0,,1.8,Con
5297,2021-05-03,og,14351.0,,2.4,Mabagrown
5275,2021-05-03,og,14358.0,,0.8,Con
3681,2021-05-07,og,14376.0,,1.4,Con
3881,2021-05-07,og,14379.0,,3.8,Con
3693,2021-05-08,og,14386.0,,2.8,Mabagrown
3883,2021-05-07,og,14395.0,,0.8,Mabagrown
3559,2021-05-04,og,14400.0,,2.8,Con
5270,2021-05-03,og,14437.0,,3.8,Mabagrown
5264,2021-05-03,og,14501.0,,1.0,Con
5283,2021-05-03,og,14502.0,,1.8,Con
5257,2021-05-03,og,14503.0,,1.4,Con
5295,2021-05-03,og,14505.0,,5.0,Con
3792,2021-05-04,og,14547.0,,2.8000000000000003,Mabagrown
5266,2021-05-03,og,14597.0,,1.6,Mabagrown
5278,2021-05-03,og,14600.0,,1.2000000000000002,Con
5290,2021-05-03,og,14602.0,,2.4,Con
5307,2021-05-03,og,14619.0,,2.6,Con
5287,2021-05-03,og,14625.0,,1.2000000000000002,Con
5301,2021-05-03,og,14646.0,,2.8,Mabagrown
5259,2021-05-03,og,14647.0,,2.3,Mabagrown
5873,2021-05-03,og,14650.0,,3.4,Con
3991,2021-05-10,og,14654.0,,0.9,Con
3988,2021-05-10,og,14667.0,,0.8,Mabagrown
4094,2021-05-03,og,14751.0,,3.0,Con
5837,2021-05-06,og,14772.0,,2.0,Mabagrown
3066,2021-05-04,og,14917.0,,3.6,Mabagrown
6136,2021-05-04,og,14920.0,,1.6,Con
2779,2021-05-04,og,14925.0,,2.0,Con
2886,2021-05-04,og,14927.0,,2.0,Con
4744,2021-05-04,og,14929.0,,8.6,Con
5753,2021-05-07,og,14976.0,,2.0,Con
5977,2021-05-09,og,14982.0,,1.6,Mabagrown
3608,2021-05-12,og,15501.0,,1.1,Mabagrown
3604,2021-05-12,og,15517.0,,0.9,Con
3600,2021-05-12,og,15522.0,,1.2000000000000002,Con
3977,2021-05-06,og,15524.0,,1.2000000000000002,Con
3986,2021-05-06,og,15544.0,,2.4000000000000004,Mabagrown
5657,2021-05-11,og,15601.0,,2.0,Con
5655,2021-05-11,og,15612.0,,0.8,Con
5719,2021-05-10,og,15678.0,,1.6,Con
5725,2021-05-10,og,15690.0,,1.6,Con
5737,2021-05-10,og,15694.0,,1.6,Mabagrown
5829,2021-05-14,og,15751.0,,1.6,Con
4808,2021-05-13,og,15788.0,,2.4000000000000004,Con
3924,2021-06-09,og,15789.0,,1.2000000000000002,Mabagrown
3827,2021-05-06,og,15951.0,,3.4,Con
3657,2021-05-05,og,15952.0,,3.4,Con
3854,2021-05-06,og,15955.0,,4.2,Con
3831,2021-05-06,og,15962.0,,3.0,Con
3905,2021-05-09,og,15980.0,,1.6,Con
6507,2021-05-13,og,15981.0,,1.6,Con
4445,2021-05-04,og,15982.0,,0.8,Con
6595,2021-05-13,og,15984.0,,1.2000000000000002,Con
5133,2021-05-13,og,15985.0,,1.2000000000000002,Mabagrown
6549,2021-05-13,og,15988.0,,2.0,Mabagrown
3899,2021-05-09,og,15997.0,,2.0,Con
9343,2018-10-18,og,16053.0,,1.785,Org
8528,2017-08-31,og,16054.0,,2.014,Con
8534,2017-08-31,og,16058.0,,1.615,Con
9419,2018-11-08,og,16062.0,,0.0,Org
9427,2018-10-18,og,16063.0,,0.0,Org
8543,2018-10-18,og,16064.0,,3.75,Org
9434,2017-06-19,og,16065.0,,0.0,Org
8549,2018-11-07,og,16070.0,,3.0,Con
8554,2018-10-18,og,16071.0,,3.526,Con
8560,2018-11-08,og,16074.0,,2.0,Con
8571,2017-08-31,og,16075.0,,3.18,Org
9347,2017-06-19,og,16076.0,,4.5,Con
9353,2018-10-17,og,16077.0,,2.68,Con
8578,2017-08-31,og,16078.0,,1.75,Org
8585,2018-10-17,og,16081.0,,3.0,Org
8592,2017-08-31,og,16082.0,,1.75,Con
8594,2018-10-18,og,16083.0,,3.5,Org
8607,2017-08-31,og,16084.0,,6.125,Con
8616,2017-08-31,og,16085.0,,5.811,Org
8620,2017-08-31,og,16086.0,,3.5,Org
8633,2018-10-18,og,16087.0,,5.5,Org
8640,2017-08-31,og,16089.0,,2.5,Org
8643,2018-10-17,og,16090.0,,3.0,Org
9332,2018-10-18,og,16093.0,,7.0,Con
8652,2017-08-31,og,16094.0,,3.096,Con
8662,2018-10-18,og,16095.0,,2.25,Org
8669,2017-08-31,og,16097.0,,6.0,Con
9361,2017-06-30,og,16098.0,,1.5,Org
8678,2018-10-17,og,16099.0,,3.5,Org
9172,2018-10-17,og,16100.0,,5.269,Con
9142,2017-08-31,og,16102.0,,3.99,Con
9372,2018-11-07,og,16103.0,,3.026,Org
9166,2018-10-16,og,16105.0,,9.0,Org
9150,2017-08-31,og,16106.0,,2.536,Org
9178,2018-10-17,og,16108.0,,1.25,Org
9186,2017-08-31,og,16109.0,,8.98,Org
9192,2017-08-31,og,16110.0,,1.75,Con
9198,2018-11-07,og,16111.0,,2.115,Con
9203,2018-10-18,og,16115.0,,2.343,Con
9210,2018-11-07,og,16116.0,,2.35,Org
9224,2018-11-07,og,16118.0,,2.25,Con
9222,2017-08-31,og,16119.0,,3.5,Con
9231,2018-11-08,og,16121.0,,1.03,Con
8743,2017-08-31,og,16122.0,,1.978,Con
9243,2017-08-31,og,16123.0,,1.5959999999999999,Con
9280,2017-08-31,og,16124.0,,2.789,Con
9254,2017-08-31,og,16129.0,,2.4939999999999998,Org
9271,2017-08-31,og,16130.0,,1.998,Con
9260,2018-11-12,og,16133.0,,7.47,Con
9374,2018-10-18,og,16134.0,,1.5,Con
9266,2018-11-07,og,16139.0,,1.85,Org
9287,2018-11-08,og,16140.0,,1.526,Con
9293,2018-11-08,og,16141.0,,2.231,Con
9306,2018-10-18,og,16142.0,,2.605,Org
9311,2017-08-31,og,16143.0,,2.026,Con
9319,2018-11-07,og,16144.0,,3.026,Con
9329,2017-08-31,og,16145.0,,1.526,Org
8518,2018-10-18,og,16147.0,,2.034,Con
8685,2017-08-31,og,16148.0,,2.45,Con
8691,2017-08-31,og,16149.0,,1.679,Org
8699,2017-08-31,og,16150.0,,2.5,Con
8706,2017-08-31,og,16151.0,,1.135,Org
8712,2017-08-31,og,16152.0,,1.8359999999999999,Org
9382,2017-08-31,og,16153.0,,4.5,Con
8714,2018-11-07,og,16154.0,,0.645,Con
9127,2018-11-07,og,16155.0,,1.688,Con
9394,2017-08-31,og,16156.0,,2.09,Org
8726,2018-11-07,og,16157.0,,0.905,Org
8731,2017-08-31,og,16158.0,,2.525,Con
8736,2017-08-31,og,16159.0,,3.75,Con
11359,2018-11-08,og,16160.0,,0.0,Org
8747,2018-11-08,og,16163.0,,2.16,Con
8758,2017-08-31,og,16166.0,,4.6,Org
9398,2017-08-31,og,16167.0,,0.0,Org
8761,2017-08-31,og,16171.0,,4.5025,Con
8771,2017-08-31,og,16172.0,,4.25,Org
9400,2017-06-30,og,16173.0,,6.0,Con
11354,2018-11-08,og,16174.0,,0.0,Org
8780,2017-08-31,og,16176.0,,3.2,Org
8782,2017-08-31,og,16177.0,,2.58,Con
8791,2018-10-17,og,16178.0,,3.436,Con
8799,2017-08-31,og,16179.0,,3.01,Con
8806,2018-10-18,og,16180.0,,5.0,Org
8737,2017-06-30,og,16181.0,,1.95,Con
8813,2018-11-07,og,16182.0,,2.06,Org
8817,2017-08-31,og,16183.0,,2.95,Org
8826,2018-10-17,og,16184.0,,2.73,Org
9416,2018-10-18,og,16185.0,,6.15,Con
8830,2018-11-07,og,16189.0,,0.735,Con
8837,2017-08-31,og,16190.0,,7.99,Org
8846,2017-08-31,og,16191.0,,1.115,Org
8851,2017-08-31,og,16193.0,,1.2349999999999999,Con
8856,2018-10-18,og,16195.0,,3.343,Org
8862,2017-08-31,og,16197.0,,2.0,Org
8866,2018-10-18,og,16198.0,,2.615,Org
9137,2017-08-31,og,16202.0,,4.998,Con
8871,2018-11-07,og,16203.0,,2.516,Con
8663,2017-08-31,og,16204.0,,3.0,Con
9118,2017-08-31,og,16207.0,,4.221,Org
8888,2018-10-17,og,16208.0,,1.345,Org
8891,2017-08-31,og,16210.0,,4.6,Org
8897,2018-11-08,og,16211.0,,2.834,Con
9109,2018-11-08,og,16212.0,,2.334,Con
8907,2018-11-08,og,16214.0,,1.5,Org
8922,2018-11-07,og,16215.0,,1.52,Con
8912,2017-08-31,og,16216.0,,3.018,Con
8924,2017-08-31,og,16221.0,,2.508,Con
10286,2018-10-17,og,16225.0,,0.34,Org
8946,2017-08-31,og,16226.0,,1.805,Org
8953,2018-11-12,og,16227.0,,3.98,Org
8960,2018-11-08,og,16229.0,,2.026,Org
9447,2018-11-08,og,16230.0,,0.0,Org
8964,2017-08-31,og,16231.0,,1.51,Org
8971,2017-08-31,og,16232.0,,1.72,Org
8973,2017-08-31,og,16234.0,,4.008,Con
8980,2018-11-08,og,16236.0,,2.66,Con
9450,2017-06-30,og,16237.0,,0.0,Org
8991,2017-08-31,og,16239.0,,0.52,Org
8993,2018-10-18,og,16242.0,,1.03,Con
9004,2018-11-08,og,16243.0,,1.72,Org
9014,2017-08-31,og,16250.0,,1.04,Con
9018,2017-08-31,og,16251.0,,1.2,Org
9148,2017-08-31,og,16253.0,,2.125,Org
9021,2018-10-18,og,16255.0,,1.5,Con
9031,2017-08-31,og,16256.0,,2.54,Org
9035,2017-08-31,og,16258.0,,6.241,Con
9046,2017-08-31,og,16260.0,,2.51,Con
9044,2018-11-08,og,16260.0,,1.0,Con
9051,2017-08-31,og,16261.0,,2.105,Con
8932,2017-08-31,og,16262.0,,5.486,Con
9056,2018-10-18,og,16263.0,,1.98,Org
9456,2018-10-17,og,16264.0,,0.516,Org
9062,2018-10-18,og,16267.0,,6.47,Con
9071,2017-08-31,og,16269.0,,5.25,Con
9078,2017-08-31,og,16270.0,,2.468,Con
9085,2017-08-31,og,16272.0,,2.508,Con
11381,2018-10-08,og,16275.0,,14.0,Con
9092,2017-08-31,og,16276.0,,5.006,Org
5414,2021-05-11,og,17919.0,,3.8,Con
5315,2021-05-10,og,17920.0,,1.0,Mabagrown
4791,2021-05-13,og,17934.0,,2.2,Mabagrown
5788,2021-05-11,og,17951.0,,2.0,Con
2785,2021-05-12,og,18002.0,,3.2,Con
3676,2021-05-04,og,18019.0,,1.6,Con
3660,2021-05-05,og,18020.0,,1.4,Con
3672,2021-05-05,og,18022.0,,1.2000000000000002,Con
3650,2021-05-05,og,18051.0,,2.2,Mabagrown
3864,2021-05-05,og,18054.0,,2.4,Con
3640,2021-05-06,og,18056.0,,1.0,Con
3648,2021-05-05,og,18062.0,,1.6,Con
3819,2021-05-06,og,18071.0,,1.2000000000000002,Mabagrown
3787,2021-05-04,og,18075.0,,1.2000000000000002,Con
3783,2021-05-04,og,18079.0,,1.2000000000000002,Mabagrown
6462,2021-05-04,og,18088.0,,2.4000000000000004,Mabagrown
6569,2021-05-13,og,18109.0,,1.6,Mabagrown
6627,2021-05-08,og,18113.0,,3.0,Con
6481,2021-05-13,og,18117.0,,1.6,Con
6473,2021-05-13,og,18120.0,,1.2000000000000002,Con
6492,2021-05-13,og,18121.0,,2.0,Con
6532,2021-05-13,og,18124.0,,1.6,Mabagrown
6578,2021-05-06,og,18130.0,,1.6,Con
3918,2021-05-09,og,18145.0,,1.2000000000000002,Mabagrown
3634,2021-05-09,og,18146.0,,1.2000000000000002,Mabagrown
4001,2021-05-03,og,18151.0,,3.0,Con
6090,2021-05-19,og,18153.0,,3.0,Mabagrown
6095,2021-05-19,og,18155.0,,3.0,Con
5421,2021-05-04,og,18158.0,,3.0,Mabagrown
3628,2021-05-03,og,18163.0,,2.0,Mabagrown
6059,2021-05-19,og,18164.0,,1.2000000000000002,Con
4028,2021-05-05,og,18166.0,,1.2000000000000002,Mabagrown
4044,2021-05-05,og,18169.0,,3.0,Con
5425,2021-05-04,og,18171.0,,3.0,Mabagrown
3913,2021-05-06,og,18178.0,,1.6,Con
6609,2021-05-13,og,18180.0,,1.6,Con
3729,2021-05-09,og,18181.0,,1.2000000000000002,Mabagrown
3895,2021-05-06,og,18185.0,,1.2000000000000002,Mabagrown
3631,2021-05-09,og,18189.0,,0.8,Con
3997,2021-05-10,og,18202.0,,3.0,Con
4083,2021-05-10,og,18204.0,,3.0,Con
4022,2021-05-07,og,18205.0,,1.2000000000000002,Con
5115,2021-05-12,og,18218.0,,3.0,Con
4016,2021-05-07,og,18222.0,,1.2000000000000002,Con
6078,2021-05-23,og,18223.0,,3.0,Mabagrown
4012,2021-05-07,og,18231.0,,3.0,Mabagrown
6585,2021-05-13,og,18253.0,,1.2000000000000002,Con
6591,2021-05-13,og,18267.0,,1.2000000000000002,Con
6555,2021-05-13,og,18275.0,,2.0,Con
6605,2021-05-13,og,18276.0,,1.6,Con
6511,2021-05-13,og,18277.0,,1.6,Mabagrown
6558,2021-05-13,og,18278.0,,0.8,Con
6539,2021-05-13,og,18280.0,,1.2000000000000002,Mabagrown
6562,2021-05-13,og,18289.0,,1.2000000000000002,Mabagrown
6565,2021-05-13,og,18290.0,,1.6,Con
6084,2021-05-23,og,18295.0,,1.0,Con
6083,2021-04-23,og,18295.0,,2.0,Mabagrown
3916,2021-05-08,og,18351.0,,0.8,Con
6504,2021-05-13,og,18352.0,,0.8,Mabagrown
6497,2021-05-13,og,18353.0,,1.6,Con
6574,2021-05-15,og,18356.0,,0.8,Con
6501,2021-05-13,og,18364.0,,0.8,Con
3768,2021-05-06,og,18366.0,,0.8,Mabagrown
6541,2021-05-05,og,18373.0,,1.2000000000000002,Con
6234,2021-05-28,og,18389.0,,2.0,Con
6244,2021-05-20,og,18417.0,,1.6,Con
3750,2021-05-09,og,18466.0,,2.0,Mabagrown
3753,2021-05-09,og,18467.0,,0.8,Con
6186,2021-05-19,og,18495.0,,1.6,Mabagrown
6663,2021-05-19,og,18501.0,,2.0,Mabagrown
6437,2021-05-13,og,18502.0,,1.2000000000000002,Con
6216,2021-05-19,og,18502.0,,2.0,Con
3595,2021-05-11,og,18527.0,,1.8,Con
3613,2021-05-13,og,18540.0,,0.8,Con
5695,2021-05-04,og,18563.0,,1.6,Con
6367,2021-05-13,og,18601.0,,2.0,Mabagrown
2764,2021-05-03,og,18651.0,,4.6,Mabagrown
2915,2021-05-10,og,18690.0,,2.8000000000000003,Con
2910,2021-05-10,og,18691.0,,3.2,Con
6374,2021-05-13,og,18692.0,,1.6,Con
2929,2021-05-10,og,18695.0,,3.2,Con
2877,2021-05-03,og,18751.0,,2.6,Con
2807,2021-05-03,og,18752.0,,3.0,Con
5435,2021-05-03,og,18755.0,,3.8,Con
2750,2021-05-03,og,18757.0,,1.2000000000000002,Con
2896,2021-05-03,og,18759.0,,1.6,Con
3725,2021-05-04,og,18797.0,,0.8,Con
2868,2021-05-03,og,18834.0,,2.8,Con
6417,2021-05-13,og,18837.0,,1.6,Con
6408,2021-05-13,og,18838.0,,1.6,Con
6651,2021-05-13,og,18840.0,,2.0,Con
6425,2021-05-13,og,18843.0,,1.6,Mabagrown
6154,2021-05-21,og,18913.0,,2.0,Con
6198,2021-05-21,og,18918.0,,2.0,Con
6430,2021-05-13,og,18940.0,,2.0,Mabagrown
5325,2021-05-10,og,18945.0,,1.6,Con
3893,2021-05-06,og,18951.0,,2.0,Mabagrown
6583,2021-05-06,og,18952.0,,0.8,Mabagrown
6221,2021-05-19,og,18980.0,,2.0,Con
6193,2021-05-19,og,18989.0,,1.6,Con
4493,2021-05-05,og,19007.0,,1.6,Mabagrown
2499,2021-05-10,og,19008.0,,7.0,Mabagrown
4736,2021-05-10,og,19028.0,,2.0,Mabagrown
4732,2021-05-10,og,19029.0,,3.0,Mabagrown
2556,2021-05-10,og,19031.0,,1.8,Con
6722,2021-04-03,og,19114.0,,1.2000000000000002,Con
2625,2021-05-08,og,19130.0,,1.6,Con
2742,2021-05-08,og,19131.0,,3.0,Con
2713,2021-05-08,og,19132.0,,1.6,Con
